#REF	ALT	Missing	Total
224	4	0	228
26	200	2	228
217	11	0	228
33	195	0	228
39	187	2	228
226	2	0	228
208	18	2	228
100	128	0	228
202	24	2	228
219	5	4	228
143	85	0	228
221	5	2	228
18	210	0	228
111	117	0	228
220	2	6	228
144	76	8	228
50	170	8	228
204	22	2	228
200	28	0	228
188	40	0	228
152	76	0	228
59	169	0	228
173	51	4	228
214	8	6	228
211	17	0	228
210	16	2	228
60	168	0	228
224	2	2	228
216	2	10	228
194	34	0	228
65	163	0	228
11	217	0	228
220	8	0	228
220	8	0	228
217	7	4	228
212	16	0	228
206	10	12	228
216	8	4	228
215	13	0	228
160	68	0	228
193	35	0	228
153	75	0	228
206	14	8	228
170	58	0	228
213	5	10	228
210	18	0	228
86	136	6	228
34	194	0	228
190	26	12	228
214	14	0	228
220	4	4	228
219	3	6	228
213	15	0	228
220	8	0	228
67	153	8	228
219	7	2	228
28	200	0	228
136	92	0	228
140	82	6	228
224	2	2	228
208	16	4	228
204	24	0	228
220	4	4	228
66	154	8	228
3	221	4	228
157	63	8	228
202	14	12	228
220	8	0	228
217	11	0	228
226	2	0	228
226	2	0	228
90	138	0	228
208	8	12	228
203	25	0	228
216	12	0	228
216	12	0	228
214	12	2	228
185	43	0	228
54	172	2	228
185	35	8	228
52	164	12	228
52	170	6	228
121	103	4	228
171	51	6	228
147	77	4	228
221	5	2	228
217	11	0	228
216	6	6	228
216	6	6	228
183	45	0	228
173	55	0	228
216	8	4	228
215	13	0	228
186	42	0	228
55	173	0	228
59	169	0	228
114	108	6	228
221	7	0	228
177	49	2	228
12	216	0	228
131	89	8	228
149	79	0	228
206	10	12	228
224	2	2	228
224	2	2	228
217	11	0	228
121	107	0	228
194	34	0	228
110	114	4	228
220	4	4	228
183	45	0	228
224	4	0	228
223	3	2	228
10	206	12	228
10	210	8	228
8	220	0	228
215	13	0	228
210	18	0	228
86	142	0	228
199	29	0	228
54	168	6	228
223	5	0	228
36	188	4	228
17	211	0	228
17	211	0	228
209	9	10	228
191	37	0	228
199	29	0	228
205	23	0	228
193	33	2	228
224	4	0	228
35	189	4	228
199	29	0	228
221	7	0	228
191	37	0	228
208	20	0	228
169	57	2	228
66	158	4	228
5	223	0	228
219	9	0	228
5	223	0	228
123	101	4	228
17	209	2	228
217	11	0	228
17	211	0	228
218	2	8	228
222	6	0	228
6	214	8	228
220	2	6	228
179	49	0	228
218	8	2	228
87	141	0	228
225	3	0	228
214	4	10	228
223	5	0	228
165	63	0	228
6	222	0	228
161	67	0	228
199	17	12	228
139	87	2	228
213	15	0	228
218	10	0	228
179	49	0	228
129	99	0	228
129	91	8	228
191	35	2	228
157	69	2	228
200	28	0	228
222	6	0	228
199	27	2	228
37	191	0	228
181	47	0	228
96	132	0	228
213	15	0	228
176	48	4	228
136	88	4	228
196	28	4	228
226	2	0	228
57	171	0	228
173	47	8	228
216	12	0	228
204	24	0	228
206	22	0	228
224	4	0	228
4	222	2	228
95	131	2	228
6	222	0	228
111	113	4	228
98	128	2	228
98	130	0	228
138	90	0	228
207	21	0	228
211	15	2	228
225	3	0	228
222	2	4	228
133	91	4	228
214	14	0	228
125	95	8	228
224	4	0	228
215	13	0	228
214	2	12	228
171	57	0	228
216	2	10	228
111	117	0	228
221	7	0	228
225	3	0	228
224	4	0	228
226	2	0	228
41	187	0	228
17	211	0	228
160	68	0	228
214	14	0	228
4	224	0	228
221	5	2	228
222	2	4	228
219	9	0	228
91	137	0	228
222	6	0	228
138	78	12	228
222	4	2	228
222	6	0	228
123	105	0	228
212	4	12	228
214	4	10	228
30	198	0	228
97	119	12	228
179	49	0	228
191	35	2	228
216	10	2	228
202	24	2	228
204	24	0	228
217	9	2	228
189	35	4	228
223	5	0	228
202	14	12	228
213	3	12	228
197	19	12	228
165	63	0	228
226	2	0	228
224	2	2	228
212	16	0	228
223	3	2	228
166	58	4	228
197	27	4	228
163	61	4	228
117	111	0	228
216	4	8	228
117	111	0	228
204	24	0	228
84	144	0	228
196	32	0	228
35	193	0	228
218	10	0	228
205	23	0	228
217	11	0	228
163	63	2	228
206	22	0	228
197	27	4	228
85	133	10	228
226	2	0	228
226	2	0	228
220	2	6	228
187	37	4	228
223	5	0	228
59	169	0	228
123	105	0	228
100	126	2	228
65	161	2	228
179	45	4	228
84	144	0	228
5	223	0	228
188	38	2	228
225	3	0	228
212	16	0	228
187	29	12	228
142	82	4	228
6	222	0	228
217	11	0	228
226	2	0	228
203	25	0	228
190	38	0	228
97	131	0	228
175	51	2	228
174	50	4	228
3	225	0	228
23	197	8	228
78	150	0	228
201	25	2	228
225	3	0	228
224	4	0	228
217	7	4	228
148	80	0	228
209	7	12	228
137	79	12	228
225	3	0	228
215	7	6	228
207	17	4	228
212	14	2	228
208	8	12	228
107	117	4	228
225	3	0	228
225	3	0	228
52	170	6	228
160	56	12	228
225	3	0	228
48	170	10	228
210	18	0	228
224	4	0	228
222	2	4	228
149	79	0	228
193	25	10	228
179	49	0	228
204	24	0	228
216	2	10	228
209	15	4	228
166	58	4	228
225	3	0	228
213	5	10	228
161	67	0	228
222	6	0	228
225	3	0	228
178	46	4	228
162	66	0	228
61	167	0	228
222	6	0	228
134	94	0	228
195	33	0	228
7	221	0	228
211	5	12	228
215	11	2	228
212	4	12	228
215	5	8	228
220	8	0	228
220	8	0	228
217	11	0	228
103	123	2	228
177	49	2	228
90	138	0	228
216	4	8	228
202	14	12	228
61	165	2	228
181	47	0	228
220	2	6	228
25	203	0	228
221	7	0	228
218	2	8	228
158	70	0	228
146	82	0	228
217	9	2	228
220	8	0	228
213	15	0	228
158	70	0	228
111	115	2	228
212	4	12	228
207	21	0	228
206	20	2	228
216	2	10	228
186	38	4	228
43	183	2	228
107	121	0	228
150	74	4	228
194	32	2	228
145	83	0	228
215	13	0	228
137	91	0	228
165	61	2	228
224	2	2	228
208	8	12	228
222	6	0	228
213	15	0	228
107	119	2	228
213	13	2	228
102	126	0	228
214	4	10	228
206	22	0	228
214	14	0	228
181	39	8	228
205	23	0	228
14	208	6	228
142	84	2	228
219	9	0	228
172	52	4	228
223	5	0	228
81	147	0	228
200	22	6	228
201	25	2	228
211	11	6	228
209	11	8	228
183	45	0	228
215	11	2	228
145	81	2	228
81	147	0	228
214	4	10	228
58	170	0	228
127	97	4	228
47	181	0	228
202	26	0	228
9	217	2	228
13	215	0	228
200	28	0	228
224	4	0	228
209	19	0	228
220	8	0	228
134	88	6	228
223	3	2	228
157	71	0	228
206	22	0	228
208	20	0	228
221	7	0	228
137	91	0	228
61	167	0	228
222	4	2	228
207	13	8	228
78	150	0	228
184	44	0	228
206	10	12	228
218	10	0	228
198	30	0	228
156	70	2	228
2	226	0	228
219	3	6	228
214	4	10	228
223	5	0	228
155	73	0	228
213	9	6	228
8	220	0	228
224	4	0	228
178	50	0	228
178	50	0	228
222	6	0	228
178	50	0	228
180	48	0	228
218	10	0	228
224	4	0	228
8	214	6	228
152	70	6	228
210	16	2	228
216	6	6	228
225	3	0	228
103	125	0	228
184	36	8	228
71	157	0	228
226	2	0	228
193	35	0	228
121	107	0	228
153	71	4	228
185	41	2	228
200	28	0	228
220	4	4	228
194	34	0	228
197	31	0	228
205	15	8	228
175	45	8	228
224	2	2	228
173	51	4	228
197	31	0	228
154	68	6	228
219	9	0	228
209	19	0	228
216	4	8	228
152	76	0	228
226	2	0	228
191	37	0	228
216	2	10	228
128	88	12	228
202	26	0	228
128	96	4	228
97	131	0	228
226	2	0	228
218	10	0	228
141	87	0	228
89	131	8	228
210	18	0	228
216	8	4	228
196	30	2	228
197	19	12	228
197	27	4	228
226	2	0	228
226	2	0	228
212	4	12	228
5	213	10	228
111	117	0	228
138	90	0	228
203	25	0	228
163	65	0	228
169	59	0	228
216	12	0	228
222	6	0	228
220	2	6	228
220	4	4	228
220	4	4	228
203	19	6	228
44	172	12	228
203	25	0	228
222	2	4	228
167	61	0	228
202	20	6	228
209	19	0	228
217	3	8	228
226	2	0	228
223	5	0	228
118	110	0	228
55	171	2	228
166	62	0	228
220	2	6	228
222	2	4	228
226	2	0	228
21	205	2	228
200	28	0	228
133	91	4	228
200	24	4	228
226	2	0	228
28	200	0	228
68	160	0	228
221	5	2	228
202	26	0	228
197	25	6	228
36	190	2	228
226	2	0	228
197	27	4	228
140	76	12	228
142	80	6	228
150	78	0	228
183	43	2	228
220	8	0	228
213	11	4	228
214	2	12	228
20	206	2	228
148	80	0	228
7	221	0	228
220	4	4	228
178	50	0	228
220	8	0	228
216	12	0	228
222	4	2	228
225	3	0	228
218	6	4	228
169	59	0	228
194	34	0	228
213	3	12	228
3	225	0	228
145	83	0	228
208	18	2	228
136	92	0	228
189	37	2	228
76	144	8	228
223	5	0	228
195	21	12	228
20	206	2	228
93	135	0	228
137	83	8	228
150	76	2	228
216	12	0	228
190	38	0	228
226	2	0	228
224	4	0	228
225	3	0	228
221	7	0	228
220	8	0	228
224	4	0	228
36	192	0	228
72	156	0	228
206	16	6	228
119	109	0	228
162	64	2	228
218	10	0	228
189	39	0	228
187	41	0	228
225	3	0	228
214	4	10	228
226	2	0	228
189	37	2	228
92	136	0	228
136	92	0	228
217	5	6	228
173	53	2	228
216	2	10	228
223	5	0	228
95	133	0	228
99	129	0	228
145	83	0	228
202	14	12	228
95	133	0	228
33	195	0	228
12	214	2	228
174	54	0	228
178	44	6	228
182	46	0	228
222	6	0	228
222	6	0	228
222	2	4	228
21	207	0	228
3	225	0	228
217	11	0	228
184	44	0	228
116	112	0	228
133	95	0	228
169	55	4	228
187	37	4	228
204	24	0	228
170	54	4	228
42	180	6	228
43	185	0	228
211	17	0	228
203	25	0	228
210	6	12	228
125	97	6	228
150	78	0	228
212	8	8	228
226	2	0	228
218	10	0	228
83	139	6	228
216	12	0	228
203	13	12	228
145	79	4	228
194	22	12	228
226	2	0	228
216	4	8	228
46	182	0	228
226	2	0	228
210	18	0	228
212	6	10	228
221	5	2	228
189	39	0	228
224	2	2	228
126	102	0	228
147	77	4	228
72	148	8	228
99	129	0	228
216	2	10	228
147	81	0	228
218	10	0	228
217	9	2	228
220	8	0	228
210	6	12	228
162	62	4	228
127	101	0	228
111	117	0	228
211	17	0	228
141	87	0	228
104	112	12	228
49	179	0	228
178	42	8	228
112	108	8	228
8	214	6	228
226	2	0	228
89	139	0	228
184	40	4	228
125	103	0	228
178	48	2	228
148	74	6	228
217	11	0	228
137	89	2	228
199	23	6	228
86	142	0	228
111	115	2	228
143	85	0	228
89	139	0	228
149	67	12	228
105	121	2	228
222	4	2	228
133	93	2	228
135	83	10	228
87	139	2	228
225	3	0	228
223	5	0	228
213	15	0	228
211	13	4	228
215	7	6	228
195	33	0	228
195	21	12	228
215	13	0	228
221	7	0	228
11	217	0	228
224	4	0	228
75	145	8	228
218	6	4	228
214	14	0	228
120	106	2	228
146	80	2	228
222	6	0	228
208	8	12	228
220	8	0	228
174	54	0	228
217	11	0	228
2	222	4	228
204	16	8	228
212	16	0	228
179	43	6	228
153	71	4	228
157	71	0	228
223	3	2	228
214	6	8	228
148	80	0	228
108	110	10	228
215	9	4	228
221	7	0	228
225	3	0	228
57	167	4	228
21	207	0	228
21	201	6	228
146	76	6	228
211	9	8	228
226	2	0	228
146	78	4	228
16	212	0	228
16	212	0	228
16	212	0	228
125	101	2	228
218	2	8	228
222	6	0	228
133	93	2	228
161	55	12	228
216	12	0	228
162	66	0	228
204	14	10	228
82	146	0	228
176	44	8	228
3	219	6	228
221	3	4	228
224	2	2	228
43	185	0	228
170	56	2	228
225	3	0	228
225	3	0	228
35	191	2	228
218	8	2	228
223	3	2	228
212	6	10	228
37	185	6	228
223	3	2	228
203	17	8	228
212	16	0	228
167	57	4	228
216	6	6	228
203	21	4	228
2	226	0	228
150	78	0	228
181	47	0	228
212	16	0	228
194	34	0	228
49	173	6	228
192	36	0	228
101	127	0	228
219	5	4	228
222	4	2	228
215	7	6	228
226	2	0	228
203	25	0	228
213	7	8	228
199	29	0	228
198	22	8	228
215	13	0	228
170	56	2	228
225	3	0	228
171	57	0	228
153	73	2	228
221	7	0	228
93	135	0	228
206	18	4	228
187	29	12	228
35	193	0	228
2	218	8	228
218	2	8	228
191	37	0	228
220	2	6	228
207	21	0	228
135	93	0	228
215	7	6	228
217	11	0	228
135	89	4	228
205	17	6	228
86	142	0	228
125	103	0	228
223	3	2	228
225	3	0	228
190	38	0	228
215	3	10	228
118	100	10	228
222	4	2	228
138	90	0	228
58	170	0	228
190	38	0	228
225	3	0	228
224	2	2	228
213	15	0	228
206	20	2	228
176	46	6	228
175	53	0	228
226	2	0	228
225	3	0	228
138	86	4	228
213	15	0	228
221	7	0	228
225	3	0	228
119	109	0	228
213	15	0	228
222	6	0	228
193	23	12	228
95	133	0	228
159	69	0	228
215	3	10	228
222	6	0	228
226	2	0	228
202	24	2	228
220	2	6	228
195	29	4	228
127	101	0	228
226	2	0	228
223	5	0	228
202	26	0	228
214	2	12	228
118	110	0	228
196	28	4	228
46	176	6	228
199	27	2	228
105	115	8	228
82	136	10	228
68	156	4	228
226	2	0	228
222	2	4	228
215	11	2	228
15	209	4	228
90	138	0	228
166	54	8	228
91	137	0	228
103	117	8	228
216	4	8	228
213	11	4	228
226	2	0	228
214	2	12	228
111	117	0	228
222	6	0	228
225	3	0	228
8	208	12	228
223	3	2	228
224	4	0	228
174	54	0	228
195	29	4	228
141	85	2	228
220	2	6	228
205	19	4	228
225	3	0	228
220	8	0	228
224	2	2	228
208	20	0	228
225	3	0	228
203	21	4	228
158	70	0	228
129	97	2	228
224	2	2	228
220	8	0	228
222	6	0	228
143	73	12	228
155	71	2	228
72	156	0	228
215	3	10	228
223	3	2	228
218	6	4	228
211	17	0	228
173	53	2	228
214	4	10	228
220	8	0	228
149	75	4	228
176	52	0	228
133	91	4	228
173	55	0	228
141	87	0	228
226	2	0	228
205	23	0	228
199	27	2	228
221	7	0	228
17	207	4	228
223	5	0	228
218	2	8	228
155	73	0	228
181	47	0	228
89	131	8	228
8	220	0	228
179	49	0	228
223	3	2	228
193	29	6	228
83	135	10	228
218	2	8	228
156	70	2	228
183	43	2	228
39	189	0	228
206	22	0	228
220	2	6	228
153	73	2	228
223	5	0	228
188	38	2	228
154	72	2	228
122	102	4	228
226	2	0	228
224	2	2	228
125	97	6	228
111	113	4	228
222	4	2	228
215	13	0	228
16	212	0	228
96	124	8	228
205	11	12	228
199	23	6	228
157	71	0	228
218	2	8	228
137	87	4	228
98	124	6	228
224	4	0	228
225	3	0	228
203	15	10	228
218	2	8	228
5	217	6	228
36	192	0	228
48	178	2	228
213	9	6	228
224	2	2	228
212	4	12	228
222	6	0	228
226	2	0	228
222	6	0	228
222	6	0	228
180	42	6	228
217	7	4	228
212	4	12	228
61	165	2	228
226	2	0	228
131	89	8	228
149	75	4	228
14	214	0	228
142	84	2	228
226	2	0	228
11	209	8	228
219	3	6	228
90	134	4	228
212	6	10	228
220	8	0	228
214	6	8	228
177	47	4	228
8	218	2	228
94	132	2	228
153	69	6	228
32	184	12	228
63	165	0	228
208	12	8	228
225	3	0	228
170	56	2	228
216	10	2	228
216	8	4	228
163	63	2	228
216	12	0	228
215	5	8	228
193	23	12	228
157	71	0	228
226	2	0	228
213	15	0	228
225	3	0	228
209	19	0	228
224	4	0	228
223	5	0	228
126	102	0	228
161	67	0	228
95	123	10	228
209	17	2	228
183	45	0	228
211	5	12	228
179	47	2	228
207	17	4	228
216	2	10	228
143	83	2	228
145	83	0	228
205	23	0	228
179	49	0	228
141	87	0	228
158	70	0	228
139	89	0	228
132	84	12	228
118	110	0	228
222	4	2	228
207	9	12	228
86	142	0	228
224	2	2	228
214	6	8	228
207	11	10	228
22	206	0	228
22	206	0	228
210	18	0	228
223	5	0	228
211	17	0	228
226	2	0	228
64	154	10	228
217	3	8	228
205	23	0	228
224	2	2	228
181	39	8	228
213	15	0	228
215	3	10	228
57	171	0	228
27	201	0	228
225	3	0	228
225	3	0	228
174	54	0	228
218	4	6	228
225	3	0	228
199	27	2	228
211	13	4	228
213	5	10	228
197	25	6	228
169	59	0	228
220	2	6	228
222	6	0	228
218	2	8	228
190	38	0	228
206	18	4	228
216	4	8	228
225	3	0	228
184	44	0	228
99	129	0	228
133	91	4	228
216	2	10	228
15	203	10	228
3	223	2	228
226	2	0	228
116	106	6	228
220	6	2	228
215	3	10	228
104	124	0	228
218	10	0	228
222	2	4	228
155	65	8	228
140	88	0	228
109	115	4	228
11	207	10	228
19	209	0	228
5	223	0	228
92	128	8	228
214	2	12	228
215	11	2	228
141	87	0	228
222	6	0	228
214	12	2	228
200	22	6	228
212	16	0	228
13	215	0	228
69	157	2	228
222	6	0	228
225	3	0	228
206	12	10	228
212	16	0	228
213	5	10	228
226	2	0	228
2	226	0	228
223	5	0	228
225	3	0	228
212	16	0	228
218	4	6	228
222	2	4	228
34	194	0	228
226	2	0	228
205	11	12	228
220	2	6	228
167	61	0	228
226	2	0	228
149	79	0	228
153	73	2	228
143	77	8	228
219	3	6	228
192	34	2	228
219	5	4	228
203	25	0	228
217	5	6	228
142	86	0	228
212	6	10	228
213	3	12	228
223	3	2	228
216	2	10	228
214	4	10	228
224	2	2	228
187	41	0	228
169	49	10	228
219	9	0	228
25	191	12	228
209	19	0	228
221	3	4	228
149	75	4	228
225	3	0	228
90	134	4	228
150	76	2	228
222	6	0	228
32	196	0	228
219	9	0	228
197	27	4	228
186	38	4	228
12	216	0	228
218	10	0	228
67	161	0	228
185	37	6	228
225	3	0	228
213	15	0	228
196	26	6	228
190	38	0	228
184	44	0	228
171	57	0	228
2	226	0	228
226	2	0	228
178	50	0	228
221	7	0	228
182	46	0	228
216	4	8	228
220	4	4	228
138	78	12	228
106	120	2	228
215	3	10	228
203	25	0	228
85	143	0	228
226	2	0	228
224	4	0	228
179	47	2	228
226	2	0	228
194	30	4	228
221	7	0	228
130	98	0	228
196	30	2	228
200	16	12	228
141	85	2	228
209	19	0	228
198	24	6	228
222	6	0	228
191	29	8	228
192	24	12	228
163	63	2	228
53	175	0	228
205	23	0	228
211	17	0	228
199	23	6	228
214	2	12	228
181	47	0	228
144	84	0	228
105	121	2	228
163	63	2	228
195	31	2	228
226	2	0	228
209	19	0	228
101	115	12	228
208	20	0	228
27	197	4	228
206	14	8	228
61	161	6	228
192	28	8	228
218	4	6	228
213	15	0	228
226	2	0	228
198	28	2	228
17	209	2	228
214	10	4	228
137	91	0	228
24	204	0	228
215	7	6	228
213	13	2	228
221	5	2	228
157	59	12	228
184	44	0	228
37	185	6	228
223	5	0	228
219	3	6	228
187	39	2	228
187	41	0	228
48	180	0	228
223	3	2	228
112	116	0	228
226	2	0	228
33	191	4	228
225	3	0	228
5	215	8	228
223	5	0	228
115	107	6	228
8	214	6	228
5	223	0	228
199	25	4	228
3	225	0	228
145	79	4	228
226	2	0	228
154	74	0	228
191	35	2	228
194	34	0	228
213	15	0	228
163	61	4	228
32	190	6	228
215	13	0	228
210	18	0	228
223	5	0	228
225	3	0	228
193	35	0	228
19	199	10	228
213	5	10	228
225	3	0	228
218	10	0	228
218	10	0	228
103	125	0	228
80	148	0	228
80	148	0	228
217	3	8	228
53	163	12	228
204	18	6	228
147	81	0	228
211	17	0	228
78	142	8	228
218	6	4	228
187	39	2	228
178	38	12	228
211	17	0	228
197	21	10	228
215	3	10	228
216	2	10	228
205	19	4	228
150	78	0	228
224	2	2	228
217	11	0	228
213	5	10	228
221	3	4	228
220	8	0	228
13	211	4	228
204	20	4	228
44	184	0	228
42	186	0	228
161	55	12	228
88	140	0	228
111	117	0	228
218	2	8	228
224	4	0	228
142	84	2	228
214	2	12	228
212	16	0	228
108	120	0	228
208	16	4	228
218	8	2	228
29	199	0	228
217	9	2	228
220	4	4	228
224	4	0	228
226	2	0	228
214	14	0	228
30	188	10	228
205	15	8	228
222	2	4	228
222	6	0	228
175	53	0	228
195	33	0	228
214	10	4	228
220	8	0	228
222	6	0	228
225	3	0	228
222	6	0	228
42	186	0	228
41	187	0	228
199	29	0	228
7	221	0	228
214	8	6	228
131	85	12	228
57	169	2	228
219	5	4	228
220	2	6	228
131	97	0	228
93	135	0	228
216	6	6	228
216	6	6	228
223	3	2	228
141	85	2	228
147	79	2	228
192	36	0	228
128	100	0	228
226	2	0	228
134	88	6	228
202	26	0	228
219	9	0	228
215	13	0	228
164	60	4	228
226	2	0	228
214	2	12	228
220	2	6	228
204	16	8	228
2	226	0	228
178	48	2	228
144	82	2	228
214	8	6	228
138	86	4	228
218	4	6	228
226	2	0	228
219	9	0	228
55	173	0	228
217	11	0	228
148	80	0	228
63	153	12	228
76	152	0	228
216	10	2	228
6	220	2	228
210	16	2	228
222	6	0	228
214	4	10	228
210	6	12	228
20	208	0	228
171	51	6	228
224	4	0	228
204	24	0	228
214	4	10	228
43	185	0	228
96	132	0	228
214	14	0	228
210	18	0	228
172	56	0	228
114	114	0	228
42	186	0	228
217	7	4	228
220	8	0	228
218	8	2	228
216	10	2	228
63	153	12	228
177	43	8	228
226	2	0	228
126	102	0	228
217	3	8	228
199	29	0	228
220	8	0	228
209	9	10	228
216	12	0	228
120	96	12	228
225	3	0	228
218	4	6	228
160	68	0	228
62	166	0	228
224	2	2	228
207	21	0	228
219	7	2	228
224	2	2	228
166	52	10	228
171	57	0	228
220	8	0	228
192	36	0	228
99	127	2	228
9	219	0	228
47	181	0	228
202	26	0	228
102	126	0	228
181	47	0	228
163	57	8	228
206	22	0	228
55	173	0	228
218	6	4	228
223	5	0	228
220	4	4	228
220	2	6	228
190	36	2	228
208	14	6	228
222	2	4	228
13	203	12	228
61	167	0	228
79	149	0	228
18	208	2	228
220	8	0	228
120	106	2	228
225	3	0	228
74	154	0	228
141	81	6	228
187	41	0	228
12	216	0	228
223	5	0	228
24	204	0	228
222	4	2	228
224	2	2	228
216	4	8	228
186	42	0	228
76	150	2	228
160	68	0	228
121	103	4	228
214	12	2	228
219	9	0	228
99	129	0	228
214	2	12	228
126	100	2	228
221	7	0	228
210	8	10	228
207	9	12	228
223	3	2	228
91	135	2	228
213	15	0	228
61	165	2	228
159	69	0	228
223	5	0	228
107	121	0	228
13	215	0	228
191	37	0	228
225	3	0	228
219	9	0	228
221	3	4	228
63	163	2	228
200	28	0	228
158	64	6	228
219	5	4	228
159	59	10	228
139	89	0	228
226	2	0	228
205	23	0	228
102	120	6	228
210	12	6	228
222	6	0	228
204	24	0	228
217	7	4	228
40	188	0	228
222	2	4	228
219	9	0	228
219	9	0	228
207	9	12	228
218	10	0	228
195	33	0	228
91	137	0	228
207	17	4	228
198	30	0	228
94	126	8	228
150	78	0	228
226	2	0	228
225	3	0	228
184	38	6	228
211	7	10	228
195	27	6	228
213	15	0	228
215	9	4	228
108	112	8	228
213	13	2	228
210	14	4	228
192	26	10	228
162	56	10	228
161	55	12	228
110	118	0	228
38	190	0	228
199	29	0	228
222	2	4	228
221	7	0	228
209	19	0	228
211	13	4	228
224	4	0	228
116	112	0	228
219	7	2	228
43	185	0	228
216	12	0	228
162	66	0	228
173	45	10	228
107	119	2	228
192	36	0	228
133	95	0	228
20	206	2	228
19	209	0	228
224	4	0	228
221	7	0	228
216	12	0	228
121	107	0	228
112	114	2	228
222	2	4	228
220	6	2	228
167	61	0	228
226	2	0	228
138	88	2	228
226	2	0	228
5	223	0	228
226	2	0	228
172	48	8	228
184	44	0	228
218	4	6	228
142	74	12	228
174	54	0	228
102	126	0	228
88	136	4	228
218	6	4	228
192	30	6	228
194	34	0	228
161	67	0	228
215	3	10	228
217	3	8	228
163	59	6	228
209	15	4	228
196	20	12	228
140	88	0	228
205	23	0	228
55	173	0	228
155	71	2	228
32	192	4	228
119	109	0	228
7	221	0	228
200	22	6	228
219	9	0	228
200	28	0	228
135	91	2	228
83	141	4	228
221	7	0	228
219	9	0	228
210	16	2	228
226	2	0	228
215	3	10	228
224	2	2	228
74	152	2	228
66	162	0	228
121	107	0	228
110	116	2	228
61	167	0	228
83	145	0	228
213	15	0	228
51	177	0	228
220	8	0	228
179	49	0	228
84	138	6	228
218	10	0	228
213	5	10	228
221	5	2	228
130	98	0	228
88	140	0	228
138	90	0	228
216	12	0	228
25	201	2	228
210	18	0	228
90	138	0	228
208	20	0	228
130	96	2	228
179	41	8	228
208	20	0	228
37	191	0	228
100	122	6	228
112	106	10	228
117	111	0	228
187	41	0	228
224	2	2	228
63	165	0	228
205	15	8	228
203	13	12	228
162	66	0	228
223	3	2	228
194	32	2	228
221	3	4	228
73	153	2	228
152	70	6	228
94	134	0	228
10	218	0	228
10	218	0	228
118	102	8	228
121	107	0	228
160	60	8	228
137	91	0	228
223	3	2	228
226	2	0	228
5	221	2	228
226	2	0	228
36	186	6	228
180	48	0	228
219	9	0	228
221	7	0	228
98	130	0	228
162	56	10	228
213	7	8	228
18	206	4	228
16	212	0	228
183	45	0	228
23	205	0	228
23	201	4	228
220	4	4	228
196	26	6	228
200	18	10	228
115	107	6	228
17	211	0	228
139	89	0	228
150	78	0	228
226	2	0	228
84	144	0	228
216	12	0	228
216	2	10	228
181	43	4	228
226	2	0	228
76	148	4	228
82	136	10	228
84	144	0	228
20	208	0	228
116	108	4	228
77	139	12	228
194	30	4	228
191	31	6	228
78	150	0	228
117	111	0	228
78	146	4	228
224	4	0	228
75	149	4	228
223	5	0	228
216	2	10	228
201	27	0	228
226	2	0	228
65	155	8	228
70	154	4	228
217	3	8	228
162	66	0	228
165	57	6	228
89	131	8	228
212	4	12	228
105	123	0	228
154	66	8	228
222	6	0	228
216	12	0	228
123	101	4	228
192	30	6	228
223	5	0	228
177	41	10	228
152	76	0	228
217	9	2	228
217	9	2	228
112	108	8	228
212	6	10	228
222	4	2	228
213	15	0	228
15	205	8	228
63	161	4	228
176	48	4	228
211	11	6	228
218	2	8	228
219	3	6	228
219	3	6	228
222	2	4	228
197	31	0	228
122	104	2	228
181	47	0	228
155	63	10	228
221	5	2	228
178	48	2	228
219	3	6	228
156	72	0	228
206	22	0	228
222	6	0	228
200	22	6	228
112	110	6	228
90	130	8	228
165	63	0	228
212	8	8	228
225	3	0	228
221	7	0	228
221	7	0	228
222	6	0	228
131	95	2	228
225	3	0	228
224	2	2	228
109	119	0	228
219	9	0	228
112	114	2	228
53	175	0	228
213	5	10	228
102	124	2	228
216	6	6	228
209	17	2	228
212	8	8	228
211	11	6	228
206	22	0	228
221	5	2	228
224	4	0	228
211	17	0	228
187	39	2	228
187	37	4	228
99	127	2	228
226	2	0	228
226	2	0	228
197	31	0	228
191	37	0	228
222	4	2	228
186	42	0	228
109	119	0	228
226	2	0	228
192	36	0	228
203	21	4	228
205	23	0	228
138	90	0	228
224	4	0	228
224	2	2	228
88	140	0	228
225	3	0	228
184	42	2	228
224	4	0	228
224	2	2	228
214	14	0	228
152	72	4	228
215	13	0	228
195	33	0	228
213	13	2	228
172	54	2	228
186	32	10	228
216	8	4	228
224	4	0	228
211	17	0	228
225	3	0	228
211	17	0	228
224	2	2	228
226	2	0	228
135	93	0	228
180	48	0	228
32	196	0	228
166	62	0	228
223	5	0	228
220	8	0	228
223	5	0	228
179	49	0	228
219	9	0	228
150	78	0	228
46	182	0	228
71	157	0	228
209	7	12	228
219	7	2	228
4	220	4	228
16	212	0	228
207	15	6	228
94	128	6	228
218	10	0	228
214	2	12	228
214	4	10	228
54	174	0	228
138	90	0	228
213	13	2	228
217	11	0	228
100	128	0	228
12	214	2	228
114	114	0	228
225	3	0	228
208	20	0	228
220	2	6	228
185	37	6	228
215	5	8	228
18	204	6	228
166	62	0	228
215	11	2	228
201	27	0	228
178	48	2	228
178	48	2	228
218	4	6	228
220	4	4	228
213	7	8	228
220	8	0	228
126	102	0	228
204	24	0	228
221	7	0	228
60	164	4	228
224	4	0	228
215	3	10	228
216	8	4	228
178	46	4	228
161	61	6	228
208	20	0	228
225	3	0	228
193	23	12	228
