Species	Sample	Coefficient	Estimate
SuoL	SUO060	chrLR778289.1	1.0586977188853
SuoL	SUO060	chrLR778290.1	1.43423423032499
SuoL	SUO060	chrLR778291.1	1.03641256766041
SuoL	SUO060	chrLR778292.1	1.114529806984
SuoL	SUO061	(Intercept)	1226.81082680421
SuoL	SUO061	size	0.990214522836415
SuoL	SUO061	chrLR778254.1	0.989434613358158
SuoL	SUO061	chrLR778255.1	0.978157319680794
SuoL	SUO061	chrLR778256.1	1.08479032981029
SuoL	SUO061	chrLR778257.1	0.997719522168401
SuoL	SUO061	chrLR778258.1	1.0227929802478
SuoL	SUO061	chrLR778259.1	1.01437490019309
SuoL	SUO061	chrLR778260.1	1.05195366428733
SuoL	SUO061	chrLR778261.1	1.05810696572029
SuoL	SUO061	chrLR778262.1	1.00717776402494
SuoL	SUO061	chrLR778263.1	1.00074131114009
SuoL	SUO061	chrLR778264.1	0.978307568639345
SuoL	SUO061	chrLR778265.1	1.00271177196169
SuoL	SUO061	chrLR778266.1	1.06297867939936
SuoL	SUO061	chrLR778267.1	0.995984917639397
SuoL	SUO061	chrLR778268.1	1.01014732250499
SuoL	SUO061	chrLR778269.1	1.03856967287975
SuoL	SUO061	chrLR778270.1	0.994476569773889
SuoL	SUO061	chrLR778271.1	0.994679351936081
SuoL	SUO061	chrLR778272.1	1.02167634054025
SuoL	SUO061	chrLR778273.1	1.00085623033093
SuoL	SUO061	chrLR778274.1	1.72296631712619
SuoL	SUO061	chrLR778275.1	1.04491795982629
SuoL	SUO061	chrLR778276.1	1.01203015923666
SuoL	SUO061	chrLR778277.1	1.02805456521879
SuoL	SUO061	chrLR778278.1	1.00493060324306
SuoL	SUO061	chrLR778279.1	0.988695861646588
SuoL	SUO061	chrLR778280.1	1.31142255774287
SuoL	SUO061	chrLR778281.1	0.983769684278348
SuoL	SUO061	chrLR778282.1	0.99086248435598
SuoL	SUO061	chrLR778283.1	0.975877252164877
SuoL	SUO061	chrLR778284.1	1.5242690533038
SuoL	SUO061	chrLR778285.1	0.98579080946889
SuoL	SUO061	chrLR778286.1	0.960386136698482
SuoL	SUO061	chrLR778287.1	1.24841361039769
SuoL	SUO061	chrLR778288.1	1.02589344189389
SuoL	SUO061	chrLR778289.1	1.08161732058683
SuoL	SUO061	chrLR778290.1	1.46790605743875
SuoL	SUO061	chrLR778291.1	1.04153269683966
SuoL	SUO061	chrLR778292.1	1.06230393544234
SuoL	SUO076	(Intercept)	2818.60656932657
SuoL	SUO076	size	0.988950141932894
SuoL	SUO076	chrLR778254.1	1.00606005881354
SuoL	SUO076	chrLR778255.1	0.978076133951079
SuoL	SUO076	chrLR778256.1	1.10123792479595
SuoL	SUO076	chrLR778257.1	0.988850429552244
SuoL	SUO076	chrLR778258.1	0.994781640032231
SuoL	SUO076	chrLR778259.1	1.0196062038726
SuoL	SUO076	chrLR778260.1	1.02414687871384
SuoL	SUO076	chrLR778261.1	1.03719345822074
SuoL	SUO076	chrLR778262.1	0.982686627075025
SuoL	SUO076	chrLR778263.1	1.00249996502865
SuoL	SUO076	chrLR778264.1	0.983880221119818
SuoL	SUO076	chrLR778265.1	1.0545081157837
SuoL	SUO076	chrLR778266.1	1.04673593779898
SuoL	SUO076	chrLR778267.1	1.02631455006048
SuoL	SUO076	chrLR778268.1	1.02602966424603
SuoL	SUO076	chrLR778269.1	1.03700331283131
SuoL	SUO076	chrLR778270.1	1.00809041069662
SuoL	SUO076	chrLR778271.1	1.0190385767158
SuoL	SUO076	chrLR778272.1	1.01723086250331
SuoL	SUO076	chrLR778273.1	0.993671817596209
SuoL	SUO076	chrLR778274.1	1.83098979941963
SuoL	SUO076	chrLR778275.1	1.02947452662948
SuoL	SUO076	chrLR778276.1	1.01785816204614
SuoL	SUO076	chrLR778277.1	1.03027666579423
SuoL	SUO076	chrLR778278.1	0.999048052438436
SuoL	SUO076	chrLR778279.1	1.01575700196631
SuoL	SUO076	chrLR778280.1	1.31787795661649
SuoL	SUO076	chrLR778281.1	1.00933476696129
SuoL	SUO076	chrLR778282.1	1.01381786947752
SuoL	SUO076	chrLR778283.1	0.985069818807991
SuoL	SUO076	chrLR778284.1	1.49691501480413
SuoL	SUO076	chrLR778285.1	0.995947449198304
SuoL	SUO076	chrLR778286.1	0.943964663759266
SuoL	SUO076	chrLR778287.1	1.20042748726773
SuoL	SUO076	chrLR778288.1	1.00794336057454
SuoL	SUO076	chrLR778289.1	1.09174726572734
SuoL	SUO076	chrLR778290.1	1.44705329152077
SuoL	SUO076	chrLR778291.1	1.05419637555779
SuoL	SUO076	chrLR778292.1	1.09173935223364
SuoL	SUO077	(Intercept)	1636.84341550496
SuoL	SUO077	size	0.99053873137777
SuoL	SUO077	chrLR778254.1	0.98307174477714
SuoL	SUO077	chrLR778255.1	0.947633266003578
SuoL	SUO077	chrLR778256.1	1.09301666852034
SuoL	SUO077	chrLR778257.1	0.969158801646317
SuoL	SUO077	chrLR778258.1	0.979166927642678
SuoL	SUO077	chrLR778259.1	1.02672087834748
SuoL	SUO077	chrLR778260.1	1.01426178541897
SuoL	SUO077	chrLR778261.1	1.0114073516773
SuoL	SUO077	chrLR778262.1	0.973912775360187
SuoL	SUO077	chrLR778263.1	1.00778709530307
SuoL	SUO077	chrLR778264.1	0.992576581868145
SuoL	SUO077	chrLR778265.1	0.997486279720959
SuoL	SUO077	chrLR778266.1	1.05702602391494
SuoL	SUO077	chrLR778267.1	0.982357440760868
SuoL	SUO077	chrLR778268.1	1.00327780369675
SuoL	SUO077	chrLR778269.1	1.00431729374954
SuoL	SUO077	chrLR778270.1	0.995383683147549
SuoL	SUO077	chrLR778271.1	0.99391922525526
SuoL	SUO077	chrLR778272.1	0.991519082231093
SuoL	SUO077	chrLR778273.1	1.00953952432282
SuoL	SUO077	chrLR778274.1	1.64561729143133
SuoL	SUO077	chrLR778275.1	0.989137419650424
SuoL	SUO077	chrLR778276.1	0.990216475333646
SuoL	SUO077	chrLR778277.1	0.995532960453999
SuoL	SUO077	chrLR778278.1	0.971939728248364
SuoL	SUO077	chrLR778279.1	1.01708859746808
SuoL	SUO077	chrLR778280.1	1.30576386823061
SuoL	SUO077	chrLR778281.1	0.998709197362316
SuoL	SUO077	chrLR778282.1	0.978526079362353
SuoL	SUO077	chrLR778283.1	0.962082627105107
SuoL	SUO077	chrLR778284.1	1.51523132067645
SuoL	SUO077	chrLR778285.1	0.980433539411924
SuoL	SUO077	chrLR778286.1	0.941982115789665
SuoL	SUO077	chrLR778287.1	1.20056363014282
SuoL	SUO077	chrLR778288.1	1.00192852531708
SuoL	SUO077	chrLR778289.1	1.08412848155145
SuoL	SUO077	chrLR778290.1	1.46346539649339
SuoL	SUO077	chrLR778291.1	0.970556590580492
SuoL	SUO077	chrLR778292.1	1.1135303054206
SuoL	SUO080	(Intercept)	2082.85497367989
SuoL	SUO080	size	0.989810929640881
SuoL	SUO080	chrLR778254.1	0.987317354257376
SuoL	SUO080	chrLR778255.1	0.969636021669031
SuoL	SUO080	chrLR778256.1	1.09447745965636
SuoL	SUO080	chrLR778257.1	0.997943127034698
SuoL	SUO080	chrLR778258.1	1.04376993789277
SuoL	SUO080	chrLR778259.1	1.00301810891839
SuoL	SUO080	chrLR778260.1	0.984527000975892
SuoL	SUO080	chrLR778261.1	1.0182484319999
SuoL	SUO080	chrLR778262.1	0.975571480820786
SuoL	SUO080	chrLR778263.1	0.998755528989262
SuoL	SUO080	chrLR778264.1	0.980153761334881
SuoL	SUO080	chrLR778265.1	1.03226539080484
SuoL	SUO080	chrLR778266.1	1.0256111751758
SuoL	SUO080	chrLR778267.1	0.985433844665116
SuoL	SUO080	chrLR778268.1	1.01455796291506
SuoL	SUO080	chrLR778269.1	1.04798313719336
SuoL	SUO080	chrLR778270.1	1.00083468559011
SuoL	SUO080	chrLR778271.1	1.00382727033628
SuoL	SUO080	chrLR778272.1	0.993014873347012
SuoL	SUO080	chrLR778273.1	0.97698043701244
SuoL	SUO080	chrLR778274.1	1.78462718572295
SuoL	SUO080	chrLR778275.1	1.0144113939152
SuoL	SUO080	chrLR778276.1	0.98921949077795
SuoL	SUO080	chrLR778277.1	0.996736070898291
SuoL	SUO080	chrLR778278.1	0.984294644678689
SuoL	SUO080	chrLR778279.1	1.01527454007226
SuoL	SUO080	chrLR778280.1	1.30098103320712
SuoL	SUO080	chrLR778281.1	1.0005562498036
SuoL	SUO080	chrLR778282.1	1.01034731243347
SuoL	SUO080	chrLR778283.1	0.967424538084732
SuoL	SUO080	chrLR778284.1	1.54943695196637
SuoL	SUO080	chrLR778285.1	0.998022492815408
SuoL	SUO080	chrLR778286.1	0.957876381190224
SuoL	SUO080	chrLR778287.1	1.21528702058519
SuoL	SUO080	chrLR778288.1	1.02878041004382
SuoL	SUO080	chrLR778289.1	1.06579712502338
SuoL	SUO080	chrLR778290.1	1.46516975857951
SuoL	SUO080	chrLR778291.1	1.00699591879593
SuoL	SUO080	chrLR778292.1	1.10771546907234
SuoL	SUO081	(Intercept)	1854.26360170447
SuoL	SUO081	size	0.988055142293563
SuoL	SUO081	chrLR778254.1	1.00070908722479
SuoL	SUO081	chrLR778255.1	0.963730031523465
SuoL	SUO081	chrLR778256.1	1.10191386946062
SuoL	SUO081	chrLR778257.1	0.975061272627227
SuoL	SUO081	chrLR778258.1	1.01937249039259
SuoL	SUO081	chrLR778259.1	1.02070969799442
SuoL	SUO081	chrLR778260.1	0.99508867683728
SuoL	SUO081	chrLR778261.1	1.0507204850497
SuoL	SUO081	chrLR778262.1	0.983079075916234
SuoL	SUO081	chrLR778263.1	0.989767948485389
SuoL	SUO081	chrLR778264.1	0.985163206814564
SuoL	SUO081	chrLR778265.1	1.06424643499243
SuoL	SUO081	chrLR778266.1	1.01402169414513
SuoL	SUO081	chrLR778267.1	1.00295843845663
SuoL	SUO081	chrLR778268.1	0.998686841789399
SuoL	SUO081	chrLR778269.1	1.02197394415591
SuoL	SUO081	chrLR778270.1	0.999008831021153
SuoL	SUO081	chrLR778271.1	1.01366225990564
SuoL	SUO081	chrLR778272.1	0.993193766568967
SuoL	SUO081	chrLR778273.1	1.01603825775161
SuoL	SUO081	chrLR778274.1	1.79961851576578
SuoL	SUO081	chrLR778275.1	0.980833496534623
SuoL	SUO081	chrLR778276.1	0.97870162315394
SuoL	SUO081	chrLR778277.1	0.995202294803733
SuoL	SUO081	chrLR778278.1	0.997786954104027
SuoL	SUO081	chrLR778279.1	1.0089629600393
SuoL	SUO081	chrLR778280.1	1.33992408757977
SuoL	SUO081	chrLR778281.1	0.986608257537104
SuoL	SUO081	chrLR778282.1	1.00054809140117
SuoL	SUO081	chrLR778283.1	0.977589871836283
SuoL	SUO081	chrLR778284.1	1.57739509933066
SuoL	SUO081	chrLR778285.1	0.981680683396961
SuoL	SUO081	chrLR778286.1	0.967778538732694
SuoL	SUO081	chrLR778287.1	1.23036352145565
SuoL	SUO081	chrLR778288.1	1.01953679946232
SuoL	SUO081	chrLR778289.1	1.07077165241149
SuoL	SUO081	chrLR778290.1	1.51271197894455
SuoL	SUO081	chrLR778291.1	1.0227310349332
SuoL	SUO081	chrLR778292.1	1.12240010948283
SuoL	SUO082	(Intercept)	2108.0595038622
SuoL	SUO082	size	0.988504564121624
SuoL	SUO082	chrLR778254.1	0.975123767383562
SuoL	SUO082	chrLR778255.1	0.957080660561229
SuoL	SUO082	chrLR778256.1	1.07586790571806
SuoL	SUO082	chrLR778257.1	0.977253850712538
SuoL	SUO082	chrLR778258.1	0.993846483687131
SuoL	SUO082	chrLR778259.1	1.02662278802773
SuoL	SUO082	chrLR778260.1	1.00301581347443
SuoL	SUO082	chrLR778261.1	0.967272884174144
SuoL	SUO082	chrLR778262.1	0.953190603445365
SuoL	SUO082	chrLR778263.1	0.976656930040735
SuoL	SUO082	chrLR778264.1	0.985303838571625
SuoL	SUO082	chrLR778265.1	0.98599330545211
SuoL	SUO082	chrLR778266.1	1.01249315345549
SuoL	SUO082	chrLR778267.1	0.97728948043061
SuoL	SUO082	chrLR778268.1	0.981776014008919
SuoL	SUO082	chrLR778269.1	1.01518245370548
SuoL	SUO082	chrLR778270.1	0.957693581198151
SuoL	SUO082	chrLR778271.1	1.00650208934741
SuoL	SUO082	chrLR778272.1	0.973935309066057
SuoL	SUO082	chrLR778273.1	0.966781751226129
SuoL	SUO082	chrLR778274.1	1.78565259962611
SuoL	SUO082	chrLR778275.1	0.990905375852445
SuoL	SUO082	chrLR778276.1	0.966312172242084
SuoL	SUO082	chrLR778277.1	0.978866145426555
SuoL	SUO082	chrLR778278.1	0.961042830958758
SuoL	SUO082	chrLR778279.1	0.973197278047833
SuoL	SUO082	chrLR778280.1	1.29151339238037
SuoL	SUO082	chrLR778281.1	0.994742419372863
SuoL	SUO082	chrLR778282.1	0.980556066743382
SuoL	SUO082	chrLR778283.1	0.973148919629503
SuoL	SUO082	chrLR778284.1	1.53557862955459
SuoL	SUO082	chrLR778285.1	0.970624666471668
SuoL	SUO082	chrLR778286.1	0.916587488425968
SuoL	SUO082	chrLR778287.1	1.20057758478387
SuoL	SUO082	chrLR778288.1	1.00676842877292
SuoL	SUO082	chrLR778289.1	1.05230682049975
SuoL	SUO082	chrLR778290.1	1.40821773465405
SuoL	SUO082	chrLR778291.1	1.03698239422452
SuoL	SUO082	chrLR778292.1	0.943983119813372
SuoL	SUO084	(Intercept)	2404.3966002699
SuoL	SUO084	size	0.988942668303565
SuoL	SUO084	chrLR778254.1	0.975259232443124
SuoL	SUO084	chrLR778255.1	0.973947528854986
SuoL	SUO084	chrLR778256.1	1.08096777868687
SuoL	SUO084	chrLR778257.1	0.966924566754184
SuoL	SUO084	chrLR778258.1	0.984417329625636
SuoL	SUO084	chrLR778259.1	0.996687608362578
SuoL	SUO084	chrLR778260.1	1.01262306224812
SuoL	SUO084	chrLR778261.1	1.00750706995448
SuoL	SUO084	chrLR778262.1	0.959463864940528
SuoL	SUO084	chrLR778263.1	0.973313270660155
SuoL	SUO084	chrLR778264.1	0.968246726900149
SuoL	SUO084	chrLR778265.1	1.04571455566936
SuoL	SUO084	chrLR778266.1	1.0110448627673
SuoL	SUO084	chrLR778267.1	0.988848149848652
SuoL	SUO084	chrLR778268.1	0.995959239469783
SuoL	SUO084	chrLR778269.1	1.01881141101409
SuoL	SUO084	chrLR778270.1	0.979899203278373
SuoL	SUO084	chrLR778271.1	0.992890295110387
SuoL	SUO084	chrLR778272.1	0.987541928414642
SuoL	SUO084	chrLR778273.1	0.978393291906717
SuoL	SUO084	chrLR778274.1	1.73562993520737
SuoL	SUO084	chrLR778275.1	1.00911756955128
SuoL	SUO084	chrLR778276.1	0.986094387958213
SuoL	SUO084	chrLR778277.1	1.01813688742556
SuoL	SUO084	chrLR778278.1	0.965282825157668
SuoL	SUO084	chrLR778279.1	0.963855219833244
SuoL	SUO084	chrLR778280.1	1.29509260366826
SuoL	SUO084	chrLR778281.1	1.00467841746354
SuoL	SUO084	chrLR778282.1	0.985522940376872
SuoL	SUO084	chrLR778283.1	0.956621465298308
SuoL	SUO084	chrLR778284.1	1.51327898362341
SuoL	SUO084	chrLR778285.1	0.971699198025356
SuoL	SUO084	chrLR778286.1	0.954674428367926
SuoL	SUO084	chrLR778287.1	1.18483458424276
SuoL	SUO084	chrLR778288.1	1.0055752887399
SuoL	SUO084	chrLR778289.1	1.04699301716884
SuoL	SUO084	chrLR778290.1	1.46667426230128
SuoL	SUO084	chrLR778291.1	1.04985420463014
SuoL	SUO084	chrLR778292.1	1.03241940077419
SuoL	SUO087	(Intercept)	921.091968598795
SuoL	SUO087	size	0.99354650700537
SuoL	SUO087	chrLR778254.1	0.983076036602659
SuoL	SUO087	chrLR778255.1	0.982909884000775
SuoL	SUO087	chrLR778256.1	1.08990648560864
SuoL	SUO087	chrLR778257.1	0.994903568577057
SuoL	SUO087	chrLR778258.1	1.00163394948201
SuoL	SUO087	chrLR778259.1	1.02003188388613
SuoL	SUO087	chrLR778260.1	1.01940603169024
SuoL	SUO087	chrLR778261.1	0.977967494982157
SuoL	SUO087	chrLR778262.1	0.970966286153129
SuoL	SUO087	chrLR778263.1	1.01028382717584
SuoL	SUO087	chrLR778264.1	0.962315357491922
SuoL	SUO087	chrLR778265.1	0.995781977064116
SuoL	SUO087	chrLR778266.1	1.04625056372053
SuoL	SUO087	chrLR778267.1	1.00548675507184
SuoL	SUO087	chrLR778268.1	0.998357497091742
SuoL	SUO087	chrLR778269.1	1.02820795384693
SuoL	SUO087	chrLR778270.1	0.976759462002
SuoL	SUO087	chrLR778271.1	0.996035930407005
SuoL	SUO087	chrLR778272.1	1.00151972288738
SuoL	SUO087	chrLR778273.1	0.99875572113923
SuoL	SUO087	chrLR778274.1	1.76038848353512
SuoL	SUO087	chrLR778275.1	1.01238035138299
SuoL	SUO087	chrLR778276.1	1.00711590476164
SuoL	SUO087	chrLR778277.1	1.01314132063591
SuoL	SUO087	chrLR778278.1	0.977380326009107
SuoL	SUO087	chrLR778279.1	0.981374999621222
SuoL	SUO087	chrLR778280.1	1.29824141223532
SuoL	SUO087	chrLR778281.1	0.959551840249672
SuoL	SUO087	chrLR778282.1	1.01522487740764
SuoL	SUO087	chrLR778283.1	0.973287663034249
SuoL	SUO087	chrLR778284.1	1.53676922069558
SuoL	SUO087	chrLR778285.1	1.00094629807105
SuoL	SUO087	chrLR778286.1	0.940594125403308
SuoL	SUO087	chrLR778287.1	1.2437799620186
SuoL	SUO087	chrLR778288.1	1.02488611610732
SuoL	SUO087	chrLR778289.1	1.0587298734451
SuoL	SUO087	chrLR778290.1	1.47639509294726
SuoL	SUO087	chrLR778291.1	1.03471801940958
SuoL	SUO087	chrLR778292.1	1.00020923768588
SuoL	SUO088	(Intercept)	1218.43810875965
SuoL	SUO088	size	0.992421358774294
SuoL	SUO088	chrLR778254.1	0.981487973725625
SuoL	SUO088	chrLR778255.1	0.961787594891515
SuoL	SUO088	chrLR778256.1	1.08697959735702
SuoL	SUO088	chrLR778257.1	0.980005419704117
SuoL	SUO088	chrLR778258.1	1.00231797018492
SuoL	SUO088	chrLR778259.1	1.01892894430457
SuoL	SUO088	chrLR778260.1	1.00765009875519
SuoL	SUO088	chrLR778261.1	0.973520012492503
SuoL	SUO088	chrLR778262.1	0.975389128197476
SuoL	SUO088	chrLR778263.1	0.991955049795264
SuoL	SUO088	chrLR778264.1	0.975574613630654
SuoL	SUO088	chrLR778265.1	0.99397981179714
SuoL	SUO088	chrLR778266.1	1.04996890625149
SuoL	SUO088	chrLR778267.1	0.997196808222741
SuoL	SUO088	chrLR778268.1	1.00094567745282
SuoL	SUO088	chrLR778269.1	1.03185279424734
SuoL	SUO088	chrLR778270.1	0.970115168409892
SuoL	SUO088	chrLR778271.1	0.986377886675605
SuoL	SUO088	chrLR778272.1	1.00547832840631
SuoL	SUO088	chrLR778273.1	0.995053777009202
SuoL	SUO088	chrLR778274.1	1.78967808825752
SuoL	SUO088	chrLR778275.1	1.0196917553443
SuoL	SUO088	chrLR778276.1	1.00786224461844
SuoL	SUO088	chrLR778277.1	1.00117604344012
SuoL	SUO088	chrLR778278.1	0.978634430437667
SuoL	SUO088	chrLR778279.1	0.987670849802971
SuoL	SUO088	chrLR778280.1	1.31226655507896
SuoL	SUO088	chrLR778281.1	0.979405261712469
SuoL	SUO088	chrLR778282.1	0.986801281351997
SuoL	SUO088	chrLR778283.1	0.965287316365652
SuoL	SUO088	chrLR778284.1	1.53784487141462
SuoL	SUO088	chrLR778285.1	0.970271878433537
SuoL	SUO088	chrLR778286.1	0.969662735151929
SuoL	SUO088	chrLR778287.1	1.22618321909105
SuoL	SUO088	chrLR778288.1	1.00515713738257
SuoL	SUO088	chrLR778289.1	1.05398328781379
SuoL	SUO088	chrLR778290.1	1.47286158966715
SuoL	SUO088	chrLR778291.1	1.03978433022274
SuoL	SUO088	chrLR778292.1	0.954160715044535
SuoL	SUO099	(Intercept)	794.349500828357
SuoL	SUO099	size	0.993288301000809
SuoL	SUO099	chrLR778254.1	0.9952079521492
SuoL	SUO099	chrLR778255.1	0.99230799549189
SuoL	SUO099	chrLR778256.1	1.10258152407815
SuoL	SUO099	chrLR778257.1	0.994307220264354
SuoL	SUO099	chrLR778258.1	1.03682389458431
SuoL	SUO099	chrLR778259.1	1.04244884066401
SuoL	SUO099	chrLR778260.1	1.02591193829424
SuoL	SUO099	chrLR778261.1	1.00408778270883
SuoL	SUO099	chrLR778262.1	1.00506981109468
SuoL	SUO099	chrLR778263.1	1.02436738289578
SuoL	SUO099	chrLR778264.1	0.993434221933832
SuoL	SUO099	chrLR778265.1	1.05971473588559
SuoL	SUO099	chrLR778266.1	1.05526432484975
SuoL	SUO099	chrLR778267.1	1.01192593942386
SuoL	SUO099	chrLR778268.1	1.02830730785684
SuoL	SUO099	chrLR778269.1	1.04389611240162
SuoL	SUO099	chrLR778270.1	1.00075620562609
SuoL	SUO099	chrLR778271.1	1.01080733728039
SuoL	SUO099	chrLR778272.1	1.0035105000689
SuoL	SUO099	chrLR778273.1	1.00871429460179
SuoL	SUO099	chrLR778274.1	1.77430674382265
SuoL	SUO099	chrLR778275.1	1.02000569714703
SuoL	SUO099	chrLR778276.1	1.01637483347571
SuoL	SUO099	chrLR778277.1	0.995860278064175
SuoL	SUO099	chrLR778278.1	0.988331822254167
SuoL	SUO099	chrLR778279.1	1.02208292826293
SuoL	SUO099	chrLR778280.1	1.38685675252607
SuoL	SUO099	chrLR778281.1	0.999935491513598
SuoL	SUO099	chrLR778282.1	1.0120413450455
SuoL	SUO099	chrLR778283.1	0.964259591043871
SuoL	SUO099	chrLR778284.1	1.6402642525626
SuoL	SUO099	chrLR778285.1	1.00962362050291
SuoL	SUO099	chrLR778286.1	0.988682805198857
SuoL	SUO099	chrLR778287.1	1.29251334811445
SuoL	SUO099	chrLR778288.1	1.04364284876976
SuoL	SUO099	chrLR778289.1	1.0800912657066
SuoL	SUO099	chrLR778290.1	1.54167758691899
SuoL	SUO099	chrLR778291.1	1.05852131020238
SuoL	SUO099	chrLR778292.1	1.12993885119387
SuoL	SUO100	(Intercept)	1419.67254795132
SuoL	SUO100	size	0.991768622559754
SuoL	SUO100	chrLR778254.1	0.978291015976757
SuoL	SUO100	chrLR778255.1	0.963247230660116
SuoL	SUO100	chrLR778256.1	1.12323404844049
SuoL	SUO100	chrLR778257.1	0.975268046692637
SuoL	SUO100	chrLR778258.1	1.00376362567511
SuoL	SUO100	chrLR778259.1	1.03544068976942
SuoL	SUO100	chrLR778260.1	1.0163446935341
SuoL	SUO100	chrLR778261.1	0.998097390160353
SuoL	SUO100	chrLR778262.1	0.984422415998316
SuoL	SUO100	chrLR778263.1	1.00805263687546
SuoL	SUO100	chrLR778264.1	0.997213763632307
SuoL	SUO100	chrLR778265.1	1.00458846743071
SuoL	SUO100	chrLR778266.1	1.05121038413852
SuoL	SUO100	chrLR778267.1	1.00072150679107
SuoL	SUO100	chrLR778268.1	1.01845996104549
SuoL	SUO100	chrLR778269.1	1.03877400452559
SuoL	SUO100	chrLR778270.1	1.00294981111916
SuoL	SUO100	chrLR778271.1	1.00631307896274
SuoL	SUO100	chrLR778272.1	1.01603906408587
SuoL	SUO100	chrLR778273.1	1.01667554002486
SuoL	SUO100	chrLR778274.1	1.76581590806273
SuoL	SUO100	chrLR778275.1	1.01054828333551
SuoL	SUO100	chrLR778276.1	1.00553107453286
SuoL	SUO100	chrLR778277.1	0.989300605778312
SuoL	SUO100	chrLR778278.1	1.0074295781212
SuoL	SUO100	chrLR778279.1	0.989752122152558
SuoL	SUO100	chrLR778280.1	1.32865963956985
SuoL	SUO100	chrLR778281.1	0.986994386793797
SuoL	SUO100	chrLR778282.1	1.01404076668551
SuoL	SUO100	chrLR778283.1	0.956798026451466
SuoL	SUO100	chrLR778284.1	1.52585859438359
SuoL	SUO100	chrLR778285.1	0.998911207900482
SuoL	SUO100	chrLR778286.1	0.97182549861944
SuoL	SUO100	chrLR778287.1	1.26398254504141
SuoL	SUO100	chrLR778288.1	1.02343572996281
SuoL	SUO100	chrLR778289.1	1.06515222962489
SuoL	SUO100	chrLR778290.1	1.44498054308384
SuoL	SUO100	chrLR778291.1	1.07043924453921
SuoL	SUO100	chrLR778292.1	1.01741774907769
SuoL	SUO101	(Intercept)	916.398967777527
SuoL	SUO101	size	0.993640420918599
SuoL	SUO101	chrLR778254.1	0.984207414766974
SuoL	SUO101	chrLR778255.1	0.984054585036211
SuoL	SUO101	chrLR778256.1	1.09650636621833
SuoL	SUO101	chrLR778257.1	0.986216446925403
SuoL	SUO101	chrLR778258.1	0.996549092441607
SuoL	SUO101	chrLR778259.1	1.0439474263614
SuoL	SUO101	chrLR778260.1	1.00911077490578
SuoL	SUO101	chrLR778261.1	0.984223889090823
SuoL	SUO101	chrLR778262.1	0.981584135560956
SuoL	SUO101	chrLR778263.1	1.01059858184889
SuoL	SUO101	chrLR778264.1	0.979667006937375
SuoL	SUO101	chrLR778265.1	1.00113923340383
SuoL	SUO101	chrLR778266.1	1.05484007125446
SuoL	SUO101	chrLR778267.1	1.00562220161973
SuoL	SUO101	chrLR778268.1	1.00751286682072
SuoL	SUO101	chrLR778269.1	1.04939400052182
SuoL	SUO101	chrLR778270.1	0.969229251279341
SuoL	SUO101	chrLR778271.1	0.998930803290452
SuoL	SUO101	chrLR778272.1	1.00083112423268
SuoL	SUO101	chrLR778273.1	0.99938760350122
SuoL	SUO101	chrLR778274.1	1.70551776892706
SuoL	SUO101	chrLR778275.1	1.01396036485137
SuoL	SUO101	chrLR778276.1	1.01883451988496
SuoL	SUO101	chrLR778277.1	0.983429993411886
SuoL	SUO101	chrLR778278.1	0.97586149570295
SuoL	SUO101	chrLR778279.1	0.994418724997998
SuoL	SUO101	chrLR778280.1	1.3400011268272
SuoL	SUO101	chrLR778281.1	0.983117362950511
SuoL	SUO101	chrLR778282.1	1.01063797922867
SuoL	SUO101	chrLR778283.1	0.965910054139999
SuoL	SUO101	chrLR778284.1	1.5306475358128
SuoL	SUO101	chrLR778285.1	1.00009472783342
SuoL	SUO101	chrLR778286.1	0.959875400467276
SuoL	SUO101	chrLR778287.1	1.22700360346787
SuoL	SUO101	chrLR778288.1	0.998662570375102
SuoL	SUO101	chrLR778289.1	1.04515573639507
SuoL	SUO101	chrLR778290.1	1.45537939851969
SuoL	SUO101	chrLR778291.1	1.02518813228873
SuoL	SUO101	chrLR778292.1	1.073502072339
SuoL	SUO104	(Intercept)	950.538550221054
SuoL	SUO104	size	0.993232299819195
SuoL	SUO104	chrLR778254.1	0.958728229966909
SuoL	SUO104	chrLR778255.1	0.98668265378648
SuoL	SUO104	chrLR778256.1	1.09679050814798
SuoL	SUO104	chrLR778257.1	0.985154792301083
SuoL	SUO104	chrLR778258.1	1.02327723704841
SuoL	SUO104	chrLR778259.1	1.03396226755919
SuoL	SUO104	chrLR778260.1	1.01170418185222
SuoL	SUO104	chrLR778261.1	0.997606651298481
SuoL	SUO104	chrLR778262.1	0.989454217759519
SuoL	SUO104	chrLR778263.1	1.00646526306891
SuoL	SUO104	chrLR778264.1	0.984671119941692
SuoL	SUO104	chrLR778265.1	1.04006941178564
SuoL	SUO104	chrLR778266.1	1.04839512476547
SuoL	SUO104	chrLR778267.1	1.00721246508472
SuoL	SUO104	chrLR778268.1	1.01496110466582
SuoL	SUO104	chrLR778269.1	1.02913568881341
SuoL	SUO104	chrLR778270.1	0.9957963059518
SuoL	SUO104	chrLR778271.1	0.993786296825894
SuoL	SUO104	chrLR778272.1	1.02633573287174
SuoL	SUO104	chrLR778273.1	1.00502608745678
SuoL	SUO104	chrLR778274.1	1.72277861197394
SuoL	SUO104	chrLR778275.1	1.01275890711112
SuoL	SUO104	chrLR778276.1	0.996800239984052
SuoL	SUO104	chrLR778277.1	1.00204586868054
